booking_id,passenger_key,flight_id,route_key,airline_key,booking_date_key,booking_date,status,is_confirmed,is_cancelled,is_pending,is_status_imputed,seat_number,passport_masked
B1494,144,6F163,3,2,20250609,2025-06-09 11:37:36.952,CANCELLED,0,1,0,False,23F,A8****48
B1495,717,UK028,14,4,20251015,2025-10-15 11:37:36.952,CONFIRMED,1,0,0,False,27D,J1****41
B1496,551,6F243,5,2,20260321,2026-03-21 11:37:36.952,PENDING,0,0,1,False,7D,R8****88
B1497,929,AI165,18,1,20250902,2025-09-02 11:37:36.952,CONFIRMED,1,0,0,False,11F,X8****09
B1498,666,UK099,16,4,20250718,2025-07-18 11:37:36.952,PENDING,0,0,1,False,3D,L2****27
B1499,688,AI033,21,1,20250617,2025-06-17 11:37:36.952,PENDING,0,0,1,True,17C,W9****48
B1500,961,UK056,14,4,20250430,2025-04-30 11:37:36.952,CONFIRMED,1,0,0,False,22D,H0****30
B1501,753,SJ122,28,3,20250904,2025-09-04 11:37:36.952,CANCELLED,0,1,0,False,23D,W8****41
B1502,422,AI086,20,1,20251015,2025-10-15 11:37:36.952,CONFIRMED,1,0,0,False,23F,E7****30
B1503,898,SJ011,16,3,20251017,2025-10-17 11:37:36.952,CONFIRMED,1,0,0,False,25C,N1****05
B1504,369,SJ021,24,3,20250421,2025-04-21 11:37:36.952,PENDING,0,0,1,False,4E,J9****67
B1505,646,SJ106,12,3,20251129,2025-11-29 11:37:36.952,CONFIRMED,1,0,0,False,8F,A1****00
B1506,558,SJ026,1,3,20260129,2026-01-29 11:37:36.952,CANCELLED,0,1,0,False,9E,M1****44
B1507,50,SJ245,8,3,20251127,2025-11-27 11:37:36.952,PENDING,0,0,1,False,20A,T4****52
B1508,678,AI023,24,1,20250731,2025-07-31 11:37:36.952,PENDING,0,0,1,True,9C,E1****67
B1509,106,AI032,23,1,20250925,2025-09-25 11:37:36.952,CANCELLED,0,1,0,False,14F,F2****53
B1510,216,AI236,10,1,20250511,2025-05-11 11:37:36.952,CANCELLED,0,1,0,False,19F,A4****48
B1511,658,6F094,6,2,20251224,2025-12-24 11:37:36.952,CANCELLED,0,1,0,False,15C,Y3****13
B1512,923,UK163,4,4,20251221,2025-12-21 11:37:36.952,PENDING,0,0,1,False,4A,C2****12
B1513,425,UK163,4,4,20250630,2025-06-30 11:37:36.952,CONFIRMED,1,0,0,False,32B,E2****27
B1514,72,SJ045,9,3,20250507,2025-05-07 11:37:36.952,CANCELLED,0,1,0,False,21E,J8****85
B1515,988,SJ006,24,3,20250706,2025-07-06 11:37:36.952,PENDING,0,0,1,False,26A,F9****51
B1516,842,SJ103,23,3,20250805,2025-08-05 11:37:36.952,CANCELLED,0,1,0,False,34F,M9****50
B1517,785,6F221,11,2,20260116,2026-01-16 11:37:36.952,PENDING,0,0,1,True,31B,K9****44
B1518,759,SJ147,25,3,20260320,2026-03-20 11:37:36.952,PENDING,0,0,1,True,30A,G5****41
B1519,446,SJ064,12,3,20260325,2026-03-25 11:37:36.952,PENDING,0,0,1,False,3C,K9****93
B1520,925,AI028,17,1,20260402,2026-04-02 11:37:36.952,CONFIRMED,1,0,0,False,27A,V8****83
B1521,186,AI148,14,1,20251108,2025-11-08 11:37:36.952,PENDING,0,0,1,False,31E,G3****08
B1522,70,6F263,4,2,20250831,2025-08-31 11:37:36.952,CONFIRMED,1,0,0,False,1C,W1****73
B1523,974,SJ067,23,3,20250519,2025-05-19 11:37:36.952,PENDING,0,0,1,False,21F,L1****46
B1524,150,6F061,3,2,20250617,2025-06-17 11:37:36.952,PENDING,0,0,1,False,23D,H7****91
B1525,246,AI254,20,1,20250529,2025-05-29 11:37:36.952,PENDING,0,0,1,True,11E,K4****76
B1526,774,SJ136,24,3,20251115,2025-11-15 11:37:36.952,CONFIRMED,1,0,0,False,17D,C4****99
B1527,538,AI046,10,1,20250709,2025-07-09 11:37:36.952,PENDING,0,0,1,False,8A,L0****00
B1528,935,UK174,12,4,20260328,2026-03-28 11:37:36.952,PENDING,0,0,1,False,6E,H9****21
B1529,652,6F066,29,2,20250430,2025-04-30 11:37:36.952,PENDING,0,0,1,True,34C,V4****48
B1530,99,UK095,16,4,20251208,2025-12-08 11:37:36.952,PENDING,0,0,1,True,23E,M7****59
B1531,910,6F063,4,2,20260401,2026-04-01 11:37:36.952,PENDING,0,0,1,False,30F,D9****79
B1532,278,UK118,24,4,20250422,2025-04-22 11:37:36.952,PENDING,0,0,1,False,30A,E4****71
B1533,563,UK218,23,4,20250915,2025-09-15 11:37:36.952,PENDING,0,0,1,False,28D,X8****43
B1534,663,UK031,12,4,20250911,2025-09-11 11:37:36.952,CONFIRMED,1,0,0,False,34E,N8****03
B1535,944,UK142,30,4,20260402,2026-04-02 11:37:36.952,PENDING,0,0,1,False,6C,P8****97
B1536,455,AI002,24,1,20250601,2025-06-01 11:37:36.952,PENDING,0,0,1,True,4C,A0****77
B1537,104,UK070,8,4,20251008,2025-10-08 11:37:36.952,CONFIRMED,1,0,0,False,21F,W6****51
B1538,946,SJ121,12,3,20260317,2026-03-17 11:37:36.952,PENDING,0,0,1,False,8E,R0****01
B1539,601,UK201,17,4,20250611,2025-06-11 11:37:36.952,CONFIRMED,1,0,0,False,20B,X1****97
B1540,653,AI138,18,1,20260115,2026-01-15 11:37:36.952,CANCELLED,0,1,0,False,7E,D3****85
B1541,725,SJ014,5,3,20251216,2025-12-16 11:37:36.952,CONFIRMED,1,0,0,False,26A,K5****73
B1542,233,SJ053,12,3,20251213,2025-12-13 11:37:36.952,PENDING,0,0,1,False,14F,V7****71
B1543,394,SJ241,4,3,20250616,2025-06-16 11:37:36.952,CANCELLED,0,1,0,False,4F,Y6****39
B1544,501,AI249,29,1,20250901,2025-09-01 11:37:36.952,CANCELLED,0,1,0,False,16A,L8****47
B1545,695,AI176,30,1,20260308,2026-03-08 11:37:36.952,PENDING,0,0,1,False,8A,N3****55
B1546,251,SJ234,25,3,20260402,2026-04-02 11:37:36.952,PENDING,0,0,1,False,32B,H6****37
B1547,521,6F115,23,2,20250418,2025-04-18 11:37:36.952,PENDING,0,0,1,False,16C,F8****05
B1548,79,AI020,26,1,20251004,2025-10-04 11:37:36.952,CONFIRMED,1,0,0,False,7E,C6****10
B1549,52,AI020,26,1,20251216,2025-12-16 11:37:36.952,CONFIRMED,1,0,0,False,24A,Z3****40
B1550,898,6F079,19,2,20251206,2025-12-06 11:37:36.952,CONFIRMED,1,0,0,False,10D,W8****04
B1551,921,6F104,28,2,20251114,2025-11-14 11:37:36.952,PENDING,0,0,1,True,8E,P2****47
B1552,781,UK046,12,4,20260206,2026-02-06 11:37:36.952,PENDING,0,0,1,False,32D,L3****06
B1553,226,SJ217,2,3,20251115,2025-11-15 11:37:36.952,CONFIRMED,1,0,0,False,33D,Y0****84
B1554,51,6F142,1,2,20250826,2025-08-26 11:37:36.952,CANCELLED,0,1,0,False,8D,M1****27
B1555,186,SJ139,7,3,20260404,2026-04-04 11:37:36.952,CONFIRMED,1,0,0,False,3B,A6****64
B1556,34,6F059,8,2,20260118,2026-01-18 11:37:36.952,CANCELLED,0,1,0,False,31D,X8****38
B1557,803,6F067,23,2,20250810,2025-08-10 11:37:36.952,PENDING,0,0,1,False,17A,H3****70
B1558,742,AI007,11,1,20250807,2025-08-07 11:37:36.952,PENDING,0,0,1,False,27A,A9****38
B1559,131,UK202,4,4,20260120,2026-01-20 11:37:36.952,CONFIRMED,1,0,0,False,5F,E6****04
B1560,632,AI200,14,1,20260307,2026-03-07 11:37:36.952,CONFIRMED,1,0,0,False,18C,C9****20
B1561,443,UK172,10,4,20260127,2026-01-27 11:37:36.952,PENDING,0,0,1,False,18C,B7****32
B1562,838,6F214,2,2,20250501,2025-05-01 11:37:36.952,CONFIRMED,1,0,0,False,10B,Z1****41
B1563,759,UK037,6,4,20250911,2025-09-11 11:37:36.952,PENDING,0,0,1,False,27B,R0****64
B1564,432,AI022,16,1,20250814,2025-08-14 11:37:36.952,PENDING,0,0,1,False,17F,M1****40
B1565,704,AI243,6,1,20260206,2026-02-06 11:37:36.952,CANCELLED,0,1,0,False,20D,P1****03
B1566,497,SJ174,12,3,20251008,2025-10-08 11:37:36.952,CONFIRMED,1,0,0,False,29F,N3****86
B1567,403,SJ079,13,3,20251113,2025-11-13 11:37:36.952,PENDING,0,0,1,False,9A,E0****66
B1568,323,UK097,17,4,20251221,2025-12-21 11:37:36.952,CONFIRMED,1,0,0,False,21A,P8****77
B1569,210,AI013,24,1,20251226,2025-12-26 11:37:36.952,CANCELLED,0,1,0,False,14E,T3****07
B1570,615,UK196,5,4,20251121,2025-11-21 11:37:36.952,CANCELLED,0,1,0,False,25E,G0****13
B1571,329,SJ213,2,3,20251106,2025-11-06 11:37:36.952,CONFIRMED,1,0,0,False,2C,V7****21
B1572,372,UK119,2,4,20250526,2025-05-26 11:37:36.952,CONFIRMED,1,0,0,False,5D,J6****28
B1573,460,AI043,12,1,20260318,2026-03-18 11:37:36.952,PENDING,0,0,1,False,19B,J4****34
B1574,133,AI043,12,1,20250429,2025-04-29 11:37:36.952,CANCELLED,0,1,0,False,18A,E1****23
B1575,835,AI143,12,1,20250616,2025-06-16 11:37:36.952,CANCELLED,0,1,0,False,2B,A9****26
B1576,651,SJ032,3,3,20251020,2025-10-20 11:37:36.952,PENDING,0,0,1,True,6F,Z5****76
B1577,121,6F050,10,2,20260124,2026-01-24 11:37:36.952,CONFIRMED,1,0,0,False,23A,K8****59
B1578,606,AI134,17,1,20251225,2025-12-25 11:37:36.952,PENDING,0,0,1,False,6B,E1****89
B1579,452,6F182,2,2,20250424,2025-04-24 11:37:36.952,CONFIRMED,1,0,0,False,28E,N4****78
B1580,965,SJ086,12,3,20251008,2025-10-08 11:37:36.952,CONFIRMED,1,0,0,False,20D,G7****84
B1581,129,6F170,13,2,20250806,2025-08-06 11:37:36.952,CONFIRMED,1,0,0,False,3D,V3****19
B1582,91,UK168,25,4,20250424,2025-04-24 11:37:36.952,PENDING,0,0,1,False,34B,X2****06
B1583,604,SJ072,4,3,20260222,2026-02-22 11:37:36.952,PENDING,0,0,1,True,33D,Z2****84
B1584,575,UK075,21,4,20250428,2025-04-28 11:37:36.952,CANCELLED,0,1,0,False,21C,B8****86
B1585,29,6F233,6,2,20260108,2026-01-08 11:37:36.952,CANCELLED,0,1,0,False,1C,E0****72
B1586,722,SJ143,10,3,20251113,2025-11-13 11:37:36.952,CANCELLED,0,1,0,False,25B,G3****88
B1587,524,SJ246,8,3,20250628,2025-06-28 11:37:36.952,PENDING,0,0,1,False,34E,N7****00
B1588,333,SJ247,10,3,20251104,2025-11-04 11:37:36.952,CONFIRMED,1,0,0,False,10B,J1****16
B1589,297,UK157,28,4,20250831,2025-08-31 11:37:36.952,PENDING,0,0,1,False,3D,T3****79
B1590,130,UK069,12,4,20260401,2026-04-01 11:37:36.952,CONFIRMED,1,0,0,False,25B,L4****74
B1591,293,AI106,24,1,20251120,2025-11-20 11:37:36.952,CANCELLED,0,1,0,False,8A,A9****36
B1592,173,UK085,11,4,20251117,2025-11-17 11:37:36.952,CONFIRMED,1,0,0,False,24F,C1****98
B1593,720,6F087,4,2,20250924,2025-09-24 11:37:36.952,PENDING,0,0,1,True,1A,V2****34
B1594,944,AI067,13,1,20250601,2025-06-01 11:37:36.952,CONFIRMED,1,0,0,False,25E,L3****75
B1595,24,6F226,10,2,20260107,2026-01-07 11:37:36.952,PENDING,0,0,1,False,4E,X4****01
B1596,99,SJ210,15,3,20251220,2025-12-20 11:37:36.952,CONFIRMED,1,0,0,False,15E,Z0****22
B1597,406,6F269,14,2,20251023,2025-10-23 11:37:36.952,CONFIRMED,1,0,0,False,33A,K0****85
B1598,356,UK013,16,4,20260102,2026-01-02 11:37:36.952,CONFIRMED,1,0,0,False,11B,L2****64
B1599,139,UK013,16,4,20250930,2025-09-30 11:37:36.952,PENDING,0,0,1,False,9E,A0****18
B1600,503,UK143,6,4,20250720,2025-07-20 11:37:36.952,PENDING,0,0,1,False,2C,W1****59
B1601,826,6F262,11,2,20250907,2025-09-07 11:37:36.952,PENDING,0,0,1,False,28D,B0****04
B1602,174,6F042,13,2,20250707,2025-07-07 11:37:36.952,PENDING,0,0,1,True,2A,C2****71
B1603,29,SJ118,10,3,20251206,2025-12-06 11:37:36.952,CANCELLED,0,1,0,False,17E,E9****20
B1604,931,SJ118,10,3,20251117,2025-11-17 11:37:36.952,CANCELLED,0,1,0,False,3C,T6****46
B1605,496,SJ082,8,3,20251003,2025-10-03 11:37:36.952,CANCELLED,0,1,0,False,6C,R6****19
B1606,655,6F015,2,2,20250718,2025-07-18 11:37:36.952,CONFIRMED,1,0,0,False,23E,M7****43
B1607,828,AI101,7,1,20260202,2026-02-02 11:37:36.952,PENDING,0,0,1,True,30F,T6****12
B1608,351,SJ110,12,3,20250628,2025-06-28 11:37:36.952,CANCELLED,0,1,0,False,10B,R0****56
B1609,554,SJ042,15,3,20251021,2025-10-21 11:37:36.952,CANCELLED,0,1,0,False,19D,Y7****49
B1610,299,6F145,12,2,20251013,2025-10-13 11:37:36.952,CONFIRMED,1,0,0,False,27A,C2****00
B1611,720,UK029,10,4,20260105,2026-01-05 11:37:36.952,CANCELLED,0,1,0,False,14C,X7****54
B1612,842,SJ200,8,3,20250418,2025-04-18 11:37:36.952,CANCELLED,0,1,0,False,28C,P6****15
B1613,945,SJ209,6,3,20260129,2026-01-29 11:37:36.952,CONFIRMED,1,0,0,False,6A,M4****44
B1614,192,AI116,28,1,20250511,2025-05-11 11:37:36.952,PENDING,0,0,1,True,30B,Y7****82
B1615,672,6F117,12,2,20250523,2025-05-23 11:37:36.952,CANCELLED,0,1,0,False,33B,P3****48
B1616,64,SJ181,26,3,20251223,2025-12-23 11:37:36.952,PENDING,0,0,1,False,17A,V4****66
B1617,755,AI070,12,1,20250510,2025-05-10 11:37:36.952,PENDING,0,0,1,True,18A,D0****43
B1618,770,AI070,12,1,20260119,2026-01-19 11:37:36.952,CONFIRMED,1,0,0,False,1B,A1****86
B1619,664,UK042,3,4,20260205,2026-02-05 11:37:36.952,PENDING,0,0,1,False,13A,D8****20
B1620,215,AI169,12,1,20260224,2026-02-24 11:37:36.952,PENDING,0,0,1,False,1B,X9****40
B1621,834,6F021,27,2,20251221,2025-12-21 11:37:36.952,PENDING,0,0,1,False,27A,D3****78
B1622,166,SJ046,16,3,20250623,2025-06-23 11:37:36.952,PENDING,0,0,1,False,19F,N2****41
B1623,543,AI211,18,1,20250817,2025-08-17 11:37:36.952,CANCELLED,0,1,0,False,22B,V5****37
B1624,883,SJ091,25,3,20251220,2025-12-20 11:37:36.952,CANCELLED,0,1,0,False,34F,F1****87
B1625,232,AI123,3,1,20260405,2026-04-05 11:37:36.952,PENDING,0,0,1,False,7D,E7****16
B1626,794,6F053,4,2,20250417,2025-04-17 11:37:36.952,CANCELLED,0,1,0,False,25C,V1****39
B1627,541,UK012,3,4,20260109,2026-01-09 11:37:36.952,PENDING,0,0,1,False,27E,D8****07
B1628,195,6F023,23,2,20251125,2025-11-25 11:37:36.952,PENDING,0,0,1,False,33A,F4****57
B1629,506,AI250,2,1,20260102,2026-01-02 11:37:36.952,CONFIRMED,1,0,0,False,11A,Z4****62
B1630,334,AI238,1,1,20260407,2026-04-07 11:37:36.952,PENDING,0,0,1,False,26F,B6****74
B1631,768,UK096,29,4,20260217,2026-02-17 11:37:36.952,CANCELLED,0,1,0,False,24F,N7****13
B1632,793,UK126,12,4,20260330,2026-03-30 11:37:36.952,PENDING,0,0,1,False,1D,L0****61
B1633,304,SJ195,2,3,20250830,2025-08-30 11:37:36.952,CONFIRMED,1,0,0,False,8E,G5****43
B1634,833,SJ171,4,3,20251225,2025-12-25 11:37:36.952,CANCELLED,0,1,0,False,1C,E4****30
B1635,437,AI136,30,1,20250814,2025-08-14 11:37:36.952,PENDING,0,0,1,True,7C,P9****02
B1636,323,SJ192,17,3,20250527,2025-05-27 11:37:36.952,CONFIRMED,1,0,0,False,22B,T5****33
B1637,502,6F035,20,2,20251201,2025-12-01 11:37:36.952,PENDING,0,0,1,False,27C,C1****47
B1638,858,UK088,23,4,20260223,2026-02-23 11:37:36.952,CONFIRMED,1,0,0,False,22C,V9****38
B1639,914,6F009,25,2,20250914,2025-09-14 11:37:36.952,CONFIRMED,1,0,0,False,24E,W1****23
B1640,393,6F004,2,2,20260128,2026-01-28 11:37:36.952,CANCELLED,0,1,0,False,30B,D5****09
B1641,806,UK122,15,4,20260327,2026-03-27 11:37:36.952,PENDING,0,0,1,True,28D,N0****54
B1642,599,AI251,11,1,20260215,2026-02-15 11:37:36.952,PENDING,0,0,1,False,4E,B5****73
B1643,149,AI027,16,1,20260204,2026-02-04 11:37:36.952,PENDING,0,0,1,False,14A,M6****70
B1644,761,SJ165,28,3,20251020,2025-10-20 11:37:36.952,PENDING,0,0,1,False,20E,K3****41
B1645,833,UK081,30,4,20250816,2025-08-16 11:37:36.952,CONFIRMED,1,0,0,False,17D,R2****25
B1646,405,UK191,23,4,20250927,2025-09-27 11:37:36.952,CANCELLED,0,1,0,False,28C,R2****76
B1647,283,SJ188,6,3,20251106,2025-11-06 11:37:36.952,PENDING,0,0,1,False,14F,R6****35
B1648,362,6F016,17,2,20250809,2025-08-09 11:37:36.952,CONFIRMED,1,0,0,False,33D,P2****86
B1649,379,6F064,12,2,20260405,2026-04-05 11:37:36.952,PENDING,0,0,1,False,4F,A4****32
B1650,198,SJ105,5,3,20260403,2026-04-03 11:37:36.952,PENDING,0,0,1,True,10D,M3****89
B1651,556,SJ054,23,3,20250909,2025-09-09 11:37:36.952,CANCELLED,0,1,0,False,21B,P1****40
B1652,356,6F197,26,2,20251219,2025-12-19 11:37:36.952,PENDING,0,0,1,False,23C,R0****75
B1653,540,AI040,24,1,20260326,2026-03-26 11:37:36.952,CANCELLED,0,1,0,False,31B,C9****22
B1654,429,AI131,3,1,20250814,2025-08-14 11:37:36.952,PENDING,0,0,1,True,31A,E7****22
B1655,17,6F141,2,2,20251009,2025-10-09 11:37:36.952,PENDING,0,0,1,False,7D,C7****17
B1656,639,UK035,17,4,20250512,2025-05-12 11:37:36.952,CONFIRMED,1,0,0,False,26E,K2****44
B1657,379,AI005,18,1,20250828,2025-08-28 11:37:36.952,CONFIRMED,1,0,0,False,12B,M2****39
B1658,680,AI001,4,1,20250622,2025-06-22 11:37:36.952,CONFIRMED,1,0,0,False,18D,P9****26
B1659,506,UK211,21,4,20260117,2026-01-17 11:37:36.952,PENDING,0,0,1,False,6D,P8****03
B1660,756,SJ189,24,3,20260404,2026-04-04 11:37:36.952,CANCELLED,0,1,0,False,12D,B5****33
B1661,899,UK006,21,4,20250421,2025-04-21 11:37:36.952,PENDING,0,0,1,False,18D,J4****72
B1662,76,6F189,23,2,20251013,2025-10-13 11:37:36.952,CONFIRMED,1,0,0,False,17A,W0****65
B1663,231,AI133,18,1,20250516,2025-05-16 11:37:36.952,CANCELLED,0,1,0,False,15B,Y9****39
B1664,716,SJ216,2,3,20251108,2025-11-08 11:37:36.952,CONFIRMED,1,0,0,False,25B,F7****91
B1665,962,SJ133,2,3,20260304,2026-03-04 11:37:36.952,CANCELLED,0,1,0,False,29D,B4****66
B1666,248,UK082,10,4,20260305,2026-03-05 11:37:36.952,PENDING,0,0,1,False,32C,F7****39
B1667,302,6F136,12,2,20260216,2026-02-16 11:37:36.952,CANCELLED,0,1,0,False,32C,R0****06
B1668,726,6F039,21,2,20250430,2025-04-30 11:37:36.952,PENDING,0,0,1,False,3B,F0****29
B1669,215,AI011,28,1,20250616,2025-06-16 11:37:36.952,CONFIRMED,1,0,0,False,3E,C5****44
B1670,158,SJ225,4,3,20250512,2025-05-12 11:37:36.952,CANCELLED,0,1,0,False,16C,F5****02
B1671,69,SJ024,9,3,20250708,2025-07-08 11:37:36.952,CONFIRMED,1,0,0,False,22C,E5****93
B1672,393,AI109,6,1,20250801,2025-08-01 11:37:36.952,CANCELLED,0,1,0,False,14E,B3****84
B1673,85,AI147,15,1,20250612,2025-06-12 11:37:36.952,PENDING,0,0,1,True,28B,H3****29
B1674,267,UK057,12,4,20251103,2025-11-03 11:37:36.952,CANCELLED,0,1,0,False,18C,W0****12
B1675,69,6F111,13,2,20250801,2025-08-01 11:37:36.952,CANCELLED,0,1,0,False,9A,X0****59
B1676,611,AI197,2,1,20260414,2026-04-14 11:37:36.952,PENDING,0,0,1,False,24C,H7****74
B1677,347,UK127,5,4,20260131,2026-01-31 11:37:36.952,PENDING,0,0,1,False,29C,A6****93
B1678,962,6F240,4,2,20251231,2025-12-31 11:37:36.952,PENDING,0,0,1,False,24B,E2****17
B1679,728,6F257,21,2,20250817,2025-08-17 11:37:36.952,CANCELLED,0,1,0,False,25A,P4****64
B1680,927,AI253,6,1,20260319,2026-03-19 11:37:36.952,PENDING,0,0,1,True,11F,A9****00
B1681,673,SJ135,21,3,20260402,2026-04-02 11:37:36.952,CANCELLED,0,1,0,False,15C,E4****15
B1682,423,UK112,12,4,20250710,2025-07-10 11:37:36.952,CANCELLED,0,1,0,False,20B,L1****91
B1683,606,AI050,6,1,20250807,2025-08-07 11:37:36.952,CONFIRMED,1,0,0,False,9C,R7****79
B1684,174,UK060,25,4,20251118,2025-11-18 11:37:36.952,PENDING,0,0,1,False,8E,E1****58
B1685,677,SJ183,12,3,20250515,2025-05-15 11:37:36.952,CANCELLED,0,1,0,False,25E,A4****67
B1686,115,UK138,7,4,20251117,2025-11-17 11:37:36.952,CONFIRMED,1,0,0,False,23E,H2****51
B1687,220,SJ071,1,3,20251012,2025-10-12 11:37:36.952,PENDING,0,0,1,False,22F,L7****08
B1688,956,AI057,2,1,20250614,2025-06-14 11:37:36.952,PENDING,0,0,1,False,9D,V8****67
B1689,31,SJ151,2,3,20250710,2025-07-10 11:37:36.952,CANCELLED,0,1,0,False,20B,V4****25
B1690,523,SJ144,6,3,20250628,2025-06-28 11:37:36.952,PENDING,0,0,1,False,12C,M1****22
B1691,343,SJ087,8,3,20260123,2026-01-23 11:37:36.952,PENDING,0,0,1,False,12E,D8****47
B1692,377,SJ066,15,3,20260402,2026-04-02 11:37:36.952,CONFIRMED,1,0,0,False,18A,X4****23
B1693,130,AI247,2,1,20260102,2026-01-02 11:37:36.952,CONFIRMED,1,0,0,False,11F,X2****66
B1694,1000,SJ102,21,3,20260401,2026-04-01 11:37:36.952,PENDING,0,0,1,False,24D,E6****09
B1695,617,6F252,23,2,20260413,2026-04-13 11:37:36.952,CONFIRMED,1,0,0,False,4F,C7****91
B1696,539,6F055,18,2,20251128,2025-11-28 11:37:36.952,PENDING,0,0,1,False,11C,H3****22
B1697,739,AI204,1,1,20251112,2025-11-12 11:37:36.952,CANCELLED,0,1,0,False,34B,C9****60
B1698,2,AI016,2,1,20260202,2026-02-02 11:37:36.952,CONFIRMED,1,0,0,False,31D,B5****60
B1699,871,AI209,25,1,20251211,2025-12-11 11:37:36.952,PENDING,0,0,1,False,15D,K3****95
B1700,101,SJ211,3,3,20260104,2026-01-04 11:37:36.952,PENDING,0,0,1,False,14B,J6****31
B1701,533,6F103,1,2,20251016,2025-10-16 11:37:36.952,CONFIRMED,1,0,0,False,13F,A9****42
B1702,58,UK182,15,4,20250422,2025-04-22 11:37:36.952,CONFIRMED,1,0,0,False,31F,M4****27
B1703,389,6F264,4,2,20251225,2025-12-25 11:37:36.952,CANCELLED,0,1,0,False,19B,M7****49
B1704,692,6F027,30,2,20250723,2025-07-23 11:37:36.952,PENDING,0,0,1,False,29A,J6****18
B1705,941,UK198,7,4,20260131,2026-01-31 11:37:36.952,CANCELLED,0,1,0,False,3B,T9****42
B1706,341,6F171,7,2,20250907,2025-09-07 11:37:36.952,CANCELLED,0,1,0,False,15C,H7****72
B1707,861,AI004,14,1,20250705,2025-07-05 11:37:36.952,CANCELLED,0,1,0,False,1B,L3****79
B1708,20,6F157,21,2,20251122,2025-11-22 11:37:36.952,CONFIRMED,1,0,0,False,3C,W5****89
B1709,255,AI018,2,1,20251003,2025-10-03 11:37:36.952,CANCELLED,0,1,0,False,22B,G8****09
B1710,317,UK098,12,4,20250805,2025-08-05 11:37:36.952,CONFIRMED,1,0,0,False,21E,L7****43
B1711,38,6F167,6,2,20260129,2026-01-29 11:37:36.952,PENDING,0,0,1,True,4C,B9****46
B1712,660,AI228,6,1,20250906,2025-09-06 11:37:36.952,CANCELLED,0,1,0,False,17C,Z6****88
B1713,537,SJ242,29,3,20250831,2025-08-31 11:37:36.952,CANCELLED,0,1,0,False,17D,B6****56
B1714,386,6F227,3,2,20251211,2025-12-11 11:37:36.952,PENDING,0,0,1,False,34C,N3****41
B1715,633,6F037,16,2,20250827,2025-08-27 11:37:36.952,CANCELLED,0,1,0,False,20C,E7****08
B1716,928,6F107,22,2,20251222,2025-12-22 11:37:36.952,PENDING,0,0,1,False,28A,R8****56
B1717,26,SJ125,7,3,20251106,2025-11-06 11:37:36.952,CANCELLED,0,1,0,False,14A,H3****83
B1718,454,UK117,6,4,20250617,2025-06-17 11:37:36.952,CANCELLED,0,1,0,False,9B,Z7****18
B1719,681,6F192,22,2,20251112,2025-11-12 11:37:36.952,CANCELLED,0,1,0,False,29E,P7****08
B1720,323,AI201,25,1,20251127,2025-11-27 11:37:36.952,CANCELLED,0,1,0,False,27B,G8****73
B1721,737,SJ126,7,3,20260325,2026-03-25 11:37:36.952,PENDING,0,0,1,False,21A,F8****05
B1722,513,AI177,20,1,20260210,2026-02-10 11:37:36.952,PENDING,0,0,1,False,5E,E2****86
B1723,819,AI092,28,1,20251223,2025-12-23 11:37:36.952,CANCELLED,0,1,0,False,26B,R0****01
B1724,773,6F076,20,2,20251010,2025-10-10 11:37:36.952,CANCELLED,0,1,0,False,11D,G9****19
B1725,13,AI185,28,1,20250429,2025-04-29 11:37:36.952,PENDING,0,0,1,False,1E,E6****17
B1726,915,AI055,28,1,20250514,2025-05-14 11:37:36.952,CONFIRMED,1,0,0,False,2B,K9****42
B1727,908,6F222,14,2,20260315,2026-03-15 11:37:36.952,CONFIRMED,1,0,0,False,27D,H5****45
B1728,560,AI090,21,1,20251212,2025-12-12 11:37:36.952,CONFIRMED,1,0,0,False,1C,Y2****73
B1729,921,AI183,18,1,20250603,2025-06-03 11:37:36.952,PENDING,0,0,1,False,4F,V2****43
B1730,825,AI041,26,1,20250429,2025-04-29 11:37:36.952,PENDING,0,0,1,False,25F,C7****80
B1731,371,6F210,13,2,20250712,2025-07-12 11:37:36.952,CONFIRMED,1,0,0,False,25F,J3****01
B1732,291,AI170,13,1,20260115,2026-01-15 11:37:36.952,CONFIRMED,1,0,0,False,3A,X2****37
B1733,332,SJ008,24,3,20260416,2026-04-16 11:37:36.952,CANCELLED,0,1,0,False,2E,Y2****03
B1734,606,AI049,1,1,20250929,2025-09-29 11:37:36.952,PENDING,0,0,1,False,27E,Z1****82
B1735,261,SJ132,11,3,20250512,2025-05-12 11:37:36.952,PENDING,0,0,1,False,34E,K4****72
B1736,994,SJ224,9,3,20260126,2026-01-26 11:37:36.952,CONFIRMED,1,0,0,False,28E,F7****80
B1737,790,UK038,21,4,20250611,2025-06-11 11:37:36.952,CONFIRMED,1,0,0,False,1E,Y6****62
B1738,871,SJ220,2,3,20250814,2025-08-14 11:37:36.952,PENDING,0,0,1,False,27B,E0****02
B1739,205,6F124,6,2,20250629,2025-06-29 11:37:36.952,CANCELLED,0,1,0,False,34F,J3****45
B1740,697,SJ164,1,3,20251116,2025-11-16 11:37:36.952,CONFIRMED,1,0,0,False,14D,C2****25
B1741,687,AI026,10,1,20250518,2025-05-18 11:37:36.952,PENDING,0,0,1,False,18E,C2****02
B1742,950,6F144,17,2,20250914,2025-09-14 11:37:36.952,PENDING,0,0,1,False,16D,B3****24
